TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"7485500","Sorcery Contested Realm","Alpha","Gnome Hollows","","","Exceptional","Near Mint","0.79","","1.9900","0.6800","","0","",""
"7485501","Sorcery Contested Realm","Alpha","Gnome Hollows","","","Exceptional","Lightly Played","","","5.7200","5.7200","","0","",""
"7485502","Sorcery Contested Realm","Alpha","Gnome Hollows","","","Exceptional","Moderately Played","","","","","","0","",""
"7485503","Sorcery Contested Realm","Alpha","Gnome Hollows","","","Exceptional","Heavily Played","","","","","","0","",""
"7485504","Sorcery Contested Realm","Alpha","Gnome Hollows","","","Exceptional","Damaged","","","","","","0","",""
"7485510","Sorcery Contested Realm","Alpha","Gnome Hollows (Foil)","","","Exceptional","Near Mint Foil","35.95","","30.9700","30.9700","","0","",""
"7485511","Sorcery Contested Realm","Alpha","Gnome Hollows (Foil)","","","Exceptional","Lightly Played Foil","","","40.1400","34.1500","","0","",""
"7485512","Sorcery Contested Realm","Alpha","Gnome Hollows (Foil)","","","Exceptional","Moderately Played Foil","","","","","","0","",""
"7485513","Sorcery Contested Realm","Alpha","Gnome Hollows (Foil)","","","Exceptional","Heavily Played Foil","","","","","","0","",""
"7485514","Sorcery Contested Realm","Alpha","Gnome Hollows (Foil)","","","Exceptional","Damaged Foil","","","","","","0","",""
"7485570","Sorcery Contested Realm","Alpha","Gothic Tower","","","Ordinary","Near Mint","0.37","","1.6300","0.3200","","0","",""
"7485571","Sorcery Contested Realm","Alpha","Gothic Tower","","","Ordinary","Lightly Played","0.38","","","","","0","",""
"7485572","Sorcery Contested Realm","Alpha","Gothic Tower","","","Ordinary","Moderately Played","","","","","","0","",""
"7485573","Sorcery Contested Realm","Alpha","Gothic Tower","","","Ordinary","Heavily Played","","","","","","0","",""
"7485574","Sorcery Contested Realm","Alpha","Gothic Tower","","","Ordinary","Damaged","","","","","","0","",""
"7485585","Sorcery Contested Realm","Alpha","Gothic Tower (Foil)","","","Ordinary","Near Mint Foil","26.56","","30.9500","30.9500","","0","",""
"7485586","Sorcery Contested Realm","Alpha","Gothic Tower (Foil)","","","Ordinary","Lightly Played Foil","","","","","","0","",""
"7485587","Sorcery Contested Realm","Alpha","Gothic Tower (Foil)","","","Ordinary","Moderately Played Foil","","","","","","0","",""
"7485588","Sorcery Contested Realm","Alpha","Gothic Tower (Foil)","","","Ordinary","Heavily Played Foil","","","","","","0","",""
"7485589","Sorcery Contested Realm","Alpha","Gothic Tower (Foil)","","","Ordinary","Damaged Foil","","","","","","0","",""
"7485605","Sorcery Contested Realm","Alpha","Gothic Tower (Preconstructed Deck)","","","Ordinary","Near Mint","","","4.3100","3.0000","","0","",""
"7485606","Sorcery Contested Realm","Alpha","Gothic Tower (Preconstructed Deck)","","","Ordinary","Lightly Played","","","","","","0","",""
"7485607","Sorcery Contested Realm","Alpha","Gothic Tower (Preconstructed Deck)","","","Ordinary","Moderately Played","","","","","","0","",""
"7485608","Sorcery Contested Realm","Alpha","Gothic Tower (Preconstructed Deck)","","","Ordinary","Heavily Played","","","","","","0","",""
"7485609","Sorcery Contested Realm","Alpha","Gothic Tower (Preconstructed Deck)","","","Ordinary","Damaged","","","","","","0","",""
"7485630","Sorcery Contested Realm","Alpha","Grandmaster Wizard","","","Elite","Near Mint","4.80","","5.9400","5.0000","","0","",""
"7485631","Sorcery Contested Realm","Alpha","Grandmaster Wizard","","","Elite","Lightly Played","","","16.9900","12.0000","","0","",""
"7485632","Sorcery Contested Realm","Alpha","Grandmaster Wizard","","","Elite","Moderately Played","","","","","","0","",""
"7485633","Sorcery Contested Realm","Alpha","Grandmaster Wizard","","","Elite","Heavily Played","","","","","","0","",""
"7485634","Sorcery Contested Realm","Alpha","Grandmaster Wizard","","","Elite","Damaged","","","","","","0","",""
"7485650","Sorcery Contested Realm","Alpha","Grandmaster Wizard (Foil)","","","Elite","Near Mint Foil","","","196.3100","195.0000","","0","",""
"7485651","Sorcery Contested Realm","Alpha","Grandmaster Wizard (Foil)","","","Elite","Lightly Played Foil","","","","","","0","",""
"7485652","Sorcery Contested Realm","Alpha","Grandmaster Wizard (Foil)","","","Elite","Moderately Played Foil","","","","","","0","",""
"7485653","Sorcery Contested Realm","Alpha","Grandmaster Wizard (Foil)","","","Elite","Heavily Played Foil","","","","","","0","",""
"7485654","Sorcery Contested Realm","Alpha","Grandmaster Wizard (Foil)","","","Elite","Damaged Foil","","","","","","0","",""
"7485675","Sorcery Contested Realm","Alpha","Grandmaster Wizard (Preconstructed Deck)","","","Elite","Near Mint","5.98","","7.0900","5.8700","","0","",""
"7485676","Sorcery Contested Realm","Alpha","Grandmaster Wizard (Preconstructed Deck)","","","Elite","Lightly Played","","","","","","0","",""
"7485677","Sorcery Contested Realm","Alpha","Grandmaster Wizard (Preconstructed Deck)","","","Elite","Moderately Played","","","","","","0","",""
"7485678","Sorcery Contested Realm","Alpha","Grandmaster Wizard (Preconstructed Deck)","","","Elite","Heavily Played","","","","","","0","",""
"7485679","Sorcery Contested Realm","Alpha","Grandmaster Wizard (Preconstructed Deck)","","","Elite","Damaged","","","","","","0","",""
"7485715","Sorcery Contested Realm","Alpha","Grapple Shot","","","Ordinary","Near Mint","0.21","","1.4300","0.1200","","0","",""
"7485716","Sorcery Contested Realm","Alpha","Grapple Shot","","","Ordinary","Lightly Played","","","1.5400","0.2300","","0","",""
"7485717","Sorcery Contested Realm","Alpha","Grapple Shot","","","Ordinary","Moderately Played","","","","","","0","",""
"7485718","Sorcery Contested Realm","Alpha","Grapple Shot","","","Ordinary","Heavily Played","","","","","","0","",""
"7485719","Sorcery Contested Realm","Alpha","Grapple Shot","","","Ordinary","Damaged","","","","","","0","",""
"7485730","Sorcery Contested Realm","Alpha","Grapple Shot (Foil)","","","Ordinary","Near Mint Foil","40.05","","36.0000","36.0000","","0","",""
"7485731","Sorcery Contested Realm","Alpha","Grapple Shot (Foil)","","","Ordinary","Lightly Played Foil","","","","","","0","",""
"7485732","Sorcery Contested Realm","Alpha","Grapple Shot (Foil)","","","Ordinary","Moderately Played Foil","","","","","","0","",""
"7485733","Sorcery Contested Realm","Alpha","Grapple Shot (Foil)","","","Ordinary","Heavily Played Foil","","","","","","0","",""
"7485734","Sorcery Contested Realm","Alpha","Grapple Shot (Foil)","","","Ordinary","Damaged Foil","","","","","","0","",""
"7485745","Sorcery Contested Realm","Alpha","Great Old One","","","Unique","Near Mint","19.10","","20.2900","19.3000","","0","",""
"7485746","Sorcery Contested Realm","Alpha","Great Old One","","","Unique","Lightly Played","","","24.1400","18.1500","","0","",""
"7485747","Sorcery Contested Realm","Alpha","Great Old One","","","Unique","Moderately Played","","","","","","0","",""
"7485748","Sorcery Contested Realm","Alpha","Great Old One","","","Unique","Heavily Played","","","","","","0","",""
"7485749","Sorcery Contested Realm","Alpha","Great Old One","","","Unique","Damaged","","","","","","0","",""
"7485785","Sorcery Contested Realm","Alpha","Great Old One (Foil)","","","Unique","Near Mint Foil","","","595.9500","595.9500","","0","",""
"7485786","Sorcery Contested Realm","Alpha","Great Old One (Foil)","","","Unique","Lightly Played Foil","","","","","","0","",""
"7485787","Sorcery Contested Realm","Alpha","Great Old One (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"7485788","Sorcery Contested Realm","Alpha","Great Old One (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"7485789","Sorcery Contested Realm","Alpha","Great Old One (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"7485805","Sorcery Contested Realm","Alpha","Great Wall","","","Unique","Near Mint","7.51","","8.7100","7.4000","","0","",""
"7485806","Sorcery Contested Realm","Alpha","Great Wall","","","Unique","Lightly Played","","","17.9900","13.0000","","0","",""
"7485807","Sorcery Contested Realm","Alpha","Great Wall","","","Unique","Moderately Played","","","","","","0","",""
"7485808","Sorcery Contested Realm","Alpha","Great Wall","","","Unique","Heavily Played","","","","","","0","",""
"7485809","Sorcery Contested Realm","Alpha","Great Wall","","","Unique","Damaged","","","","","","0","",""
"7485910","Sorcery Contested Realm","Alpha","Great Wall (Foil)","","","Unique","Near Mint Foil","","","300.7500","300.7500","","0","",""
"7485911","Sorcery Contested Realm","Alpha","Great Wall (Foil)","","","Unique","Lightly Played Foil","","","","","","0","",""
"7485912","Sorcery Contested Realm","Alpha","Great Wall (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"7485913","Sorcery Contested Realm","Alpha","Great Wall (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"7485914","Sorcery Contested Realm","Alpha","Great Wall (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"7485925","Sorcery Contested Realm","Alpha","Grey Wolves","","","Ordinary","Near Mint","0.67","","1.4700","0.1600","","0","",""
"7485926","Sorcery Contested Realm","Alpha","Grey Wolves","","","Ordinary","Lightly Played","","","3.3000","1.9900","","0","",""
"7485927","Sorcery Contested Realm","Alpha","Grey Wolves","","","Ordinary","Moderately Played","","","","","","0","",""
"7485928","Sorcery Contested Realm","Alpha","Grey Wolves","","","Ordinary","Heavily Played","","","","","","0","",""
"7485929","Sorcery Contested Realm","Alpha","Grey Wolves","","","Ordinary","Damaged","","","","","","0","",""
"7485940","Sorcery Contested Realm","Alpha","Grey Wolves (Foil)","","","Ordinary","Near Mint Foil","48.61","","89.9400","89.0000","","0","",""
"7485941","Sorcery Contested Realm","Alpha","Grey Wolves (Foil)","","","Ordinary","Lightly Played Foil","","","","","","0","",""
"7485942","Sorcery Contested Realm","Alpha","Grey Wolves (Foil)","","","Ordinary","Moderately Played Foil","","","","","","0","",""
"7485943","Sorcery Contested Realm","Alpha","Grey Wolves (Foil)","","","Ordinary","Heavily Played Foil","","","","","","0","",""
"7485944","Sorcery Contested Realm","Alpha","Grey Wolves (Foil)","","","Ordinary","Damaged Foil","","","","","","0","",""
"7484500","Sorcery Contested Realm","Alpha","Grim Reaper","","","Unique","Near Mint","21.79","","24.5200","23.2500","","0","",""
"7484501","Sorcery Contested Realm","Alpha","Grim Reaper","","","Unique","Lightly Played","","","26.6900","20.7000","","0","",""
"7484502","Sorcery Contested Realm","Alpha","Grim Reaper","","","Unique","Moderately Played","","","","","","0","",""
"7484503","Sorcery Contested Realm","Alpha","Grim Reaper","","","Unique","Heavily Played","","","","","","0","",""
"7484504","Sorcery Contested Realm","Alpha","Grim Reaper","","","Unique","Damaged","","","","","","0","",""
"7484510","Sorcery Contested Realm","Alpha","Grim Reaper (Foil)","","","Unique","Near Mint Foil","","","325.0000","325.0000","","0","",""
"7484511","Sorcery Contested Realm","Alpha","Grim Reaper (Foil)","","","Unique","Lightly Played Foil","","","","","","0","",""
"7484512","Sorcery Contested Realm","Alpha","Grim Reaper (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"7484513","Sorcery Contested Realm","Alpha","Grim Reaper (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"7484514","Sorcery Contested Realm","Alpha","Grim Reaper (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"7484520","Sorcery Contested Realm","Alpha","Grösse Poltergeist","","","Elite","Near Mint","0.81","","2.0100","0.7000","","0","",""
"7484521","Sorcery Contested Realm","Alpha","Grösse Poltergeist","","","Elite","Lightly Played","","","7.9900","3.0000","","0","",""
"7484522","Sorcery Contested Realm","Alpha","Grösse Poltergeist","","","Elite","Moderately Played","","","","","","0","",""
"7484523","Sorcery Contested Realm","Alpha","Grösse Poltergeist","","","Elite","Heavily Played","","","","","","0","",""
"7484524","Sorcery Contested Realm","Alpha","Grösse Poltergeist","","","Elite","Damaged","","","","","","0","",""
"7484530","Sorcery Contested Realm","Alpha","Grösse Poltergeist (Foil)","","","Elite","Near Mint Foil","","","39.0000","39.0000","","0","",""
"7484531","Sorcery Contested Realm","Alpha","Grösse Poltergeist (Foil)","","","Elite","Lightly Played Foil","","","","","","0","",""
"7484532","Sorcery Contested Realm","Alpha","Grösse Poltergeist (Foil)","","","Elite","Moderately Played Foil","","","","","","0","",""
"7484533","Sorcery Contested Realm","Alpha","Grösse Poltergeist (Foil)","","","Elite","Heavily Played Foil","","","","","","0","",""
"7484534","Sorcery Contested Realm","Alpha","Grösse Poltergeist (Foil)","","","Elite","Damaged Foil","","","","","","0","",""
"7484535","Sorcery Contested Realm","Alpha","Guile Sirens","","","Exceptional","Near Mint","0.39","","1.6600","0.3500","","0","",""
"7484536","Sorcery Contested Realm","Alpha","Guile Sirens","","","Exceptional","Lightly Played","","","2.3500","1.0400","","0","",""
"7484537","Sorcery Contested Realm","Alpha","Guile Sirens","","","Exceptional","Moderately Played","","","","","","0","",""
"7484538","Sorcery Contested Realm","Alpha","Guile Sirens","","","Exceptional","Heavily Played","","","","","","0","",""
"7484539","Sorcery Contested Realm","Alpha","Guile Sirens","","","Exceptional","Damaged","","","","","","0","",""
"7484540","Sorcery Contested Realm","Alpha","Guile Sirens (Foil)","","","Exceptional","Near Mint Foil","16.73","","16.7300","16.7300","","0","",""
"7484541","Sorcery Contested Realm","Alpha","Guile Sirens (Foil)","","","Exceptional","Lightly Played Foil","","","39.9900","35.0000","","0","",""
"7484542","Sorcery Contested Realm","Alpha","Guile Sirens (Foil)","","","Exceptional","Moderately Played Foil","","","","","","0","",""
"7484543","Sorcery Contested Realm","Alpha","Guile Sirens (Foil)","","","Exceptional","Heavily Played Foil","","","","","","0","",""
"7484544","Sorcery Contested Realm","Alpha","Guile Sirens (Foil)","","","Exceptional","Damaged Foil","","","","","","0","",""
"7596335","Sorcery Contested Realm","Alpha","Guile Sirens (Pledge Pack)","","","Exceptional","Near Mint","13.48","","12.7100","12.7100","","0","",""
"7596336","Sorcery Contested Realm","Alpha","Guile Sirens (Pledge Pack)","","","Exceptional","Lightly Played","","","29.9900","29.9900","","0","",""
"7596337","Sorcery Contested Realm","Alpha","Guile Sirens (Pledge Pack)","","","Exceptional","Moderately Played","","","","","","0","",""
"7596338","Sorcery Contested Realm","Alpha","Guile Sirens (Pledge Pack)","","","Exceptional","Heavily Played","","","","","","0","",""
"7596339","Sorcery Contested Realm","Alpha","Guile Sirens (Pledge Pack)","","","Exceptional","Damaged","","","","","","0","",""
"7484545","Sorcery Contested Realm","Alpha","Guile Sirens (Preconstructed Deck)","","","Exceptional","Near Mint","0.94","","2.3000","0.9900","","0","",""
"7484546","Sorcery Contested Realm","Alpha","Guile Sirens (Preconstructed Deck)","","","Exceptional","Lightly Played","","","2.2600","0.9500","","0","",""
"7484547","Sorcery Contested Realm","Alpha","Guile Sirens (Preconstructed Deck)","","","Exceptional","Moderately Played","","","","","","0","",""
"7484548","Sorcery Contested Realm","Alpha","Guile Sirens (Preconstructed Deck)","","","Exceptional","Heavily Played","","","","","","0","",""
"7484549","Sorcery Contested Realm","Alpha","Guile Sirens (Preconstructed Deck)","","","Exceptional","Damaged","","","","","","0","",""
"7484555","Sorcery Contested Realm","Alpha","Gyre Hippogriffs","","","Exceptional","Near Mint","0.61","","1.7600","0.4500","","0","",""
"7484556","Sorcery Contested Realm","Alpha","Gyre Hippogriffs","","","Exceptional","Lightly Played","","","4.3000","2.9900","","0","",""
"7484557","Sorcery Contested Realm","Alpha","Gyre Hippogriffs","","","Exceptional","Moderately Played","","","","","","0","",""
"7484558","Sorcery Contested Realm","Alpha","Gyre Hippogriffs","","","Exceptional","Heavily Played","","","","","","0","",""
"7484559","Sorcery Contested Realm","Alpha","Gyre Hippogriffs","","","Exceptional","Damaged","","","","","","0","",""
"7484560","Sorcery Contested Realm","Alpha","Gyre Hippogriffs (Foil)","","","Exceptional","Near Mint Foil","39.99","","32.3100","31.0000","","0","",""
"7484561","Sorcery Contested Realm","Alpha","Gyre Hippogriffs (Foil)","","","Exceptional","Lightly Played Foil","","","","","","0","",""
"7484562","Sorcery Contested Realm","Alpha","Gyre Hippogriffs (Foil)","","","Exceptional","Moderately Played Foil","","","","","","0","",""
"7484563","Sorcery Contested Realm","Alpha","Gyre Hippogriffs (Foil)","","","Exceptional","Heavily Played Foil","","","","","","0","",""
"7484564","Sorcery Contested Realm","Alpha","Gyre Hippogriffs (Foil)","","","Exceptional","Damaged Foil","","","","","","0","",""
"7484570","Sorcery Contested Realm","Alpha","Gyre Hippogriffs (Preconstructed Deck)","","","Exceptional","Near Mint","","","2.3000","0.9900","","0","",""
"7484571","Sorcery Contested Realm","Alpha","Gyre Hippogriffs (Preconstructed Deck)","","","Exceptional","Lightly Played","","","","","","0","",""
"7484572","Sorcery Contested Realm","Alpha","Gyre Hippogriffs (Preconstructed Deck)","","","Exceptional","Moderately Played","","","","","","0","",""
"7484573","Sorcery Contested Realm","Alpha","Gyre Hippogriffs (Preconstructed Deck)","","","Exceptional","Heavily Played","","","","","","0","",""
"7484574","Sorcery Contested Realm","Alpha","Gyre Hippogriffs (Preconstructed Deck)","","","Exceptional","Damaged","","","","","","0","",""
"7484575","Sorcery Contested Realm","Alpha","Haast Eagle","","","Exceptional","Near Mint","0.30","","1.5600","0.2500","","0","",""
"7484576","Sorcery Contested Realm","Alpha","Haast Eagle","","","Exceptional","Lightly Played","","","4.3000","2.9900","","0","",""
"7484577","Sorcery Contested Realm","Alpha","Haast Eagle","","","Exceptional","Moderately Played","","","","","","0","",""
"7484578","Sorcery Contested Realm","Alpha","Haast Eagle","","","Exceptional","Heavily Played","","","","","","0","",""
"7484579","Sorcery Contested Realm","Alpha","Haast Eagle","","","Exceptional","Damaged","","","","","","0","",""
"7484585","Sorcery Contested Realm","Alpha","Haast Eagle (Foil)","","","Exceptional","Near Mint Foil","13.16","","16.0000","15.0000","","0","",""
"7484586","Sorcery Contested Realm","Alpha","Haast Eagle (Foil)","","","Exceptional","Lightly Played Foil","","","","","","0","",""
"7484587","Sorcery Contested Realm","Alpha","Haast Eagle (Foil)","","","Exceptional","Moderately Played Foil","","","","","","0","",""
"7484588","Sorcery Contested Realm","Alpha","Haast Eagle (Foil)","","","Exceptional","Heavily Played Foil","","","","","","0","",""
"7484589","Sorcery Contested Realm","Alpha","Haast Eagle (Foil)","","","Exceptional","Damaged Foil","","","","","","0","",""
"7484590","Sorcery Contested Realm","Alpha","Headless Haunt","","","Exceptional","Near Mint","0.51","","1.7500","0.4400","","0","",""
"7484591","Sorcery Contested Realm","Alpha","Headless Haunt","","","Exceptional","Lightly Played","","","1.8800","0.5700","","0","",""
"7484592","Sorcery Contested Realm","Alpha","Headless Haunt","","","Exceptional","Moderately Played","","","","","","0","",""
"7484593","Sorcery Contested Realm","Alpha","Headless Haunt","","","Exceptional","Heavily Played","","","","","","0","",""
"7484594","Sorcery Contested Realm","Alpha","Headless Haunt","","","Exceptional","Damaged","","","","","","0","",""
"7484595","Sorcery Contested Realm","Alpha","Headless Haunt (Foil)","","","Exceptional","Near Mint Foil","21.94","","19.9900","19.9900","","0","",""
"7484596","Sorcery Contested Realm","Alpha","Headless Haunt (Foil)","","","Exceptional","Lightly Played Foil","","","","","","0","",""
"7484597","Sorcery Contested Realm","Alpha","Headless Haunt (Foil)","","","Exceptional","Moderately Played Foil","","","","","","0","",""
"7484598","Sorcery Contested Realm","Alpha","Headless Haunt (Foil)","","","Exceptional","Heavily Played Foil","","","","","","0","",""
"7484599","Sorcery Contested Realm","Alpha","Headless Haunt (Foil)","","","Exceptional","Damaged Foil","","","","","","0","",""
"7484600","Sorcery Contested Realm","Alpha","Headless Haunt (Preconstructed Deck)","","","Exceptional","Near Mint","","","2.3000","0.9900","","0","",""
"7484601","Sorcery Contested Realm","Alpha","Headless Haunt (Preconstructed Deck)","","","Exceptional","Lightly Played","","","","","","0","",""
"7484602","Sorcery Contested Realm","Alpha","Headless Haunt (Preconstructed Deck)","","","Exceptional","Moderately Played","","","","","","0","",""
"7484603","Sorcery Contested Realm","Alpha","Headless Haunt (Preconstructed Deck)","","","Exceptional","Heavily Played","","","","","","0","",""
"7484604","Sorcery Contested Realm","Alpha","Headless Haunt (Preconstructed Deck)","","","Exceptional","Damaged","","","","","","0","",""
"7484610","Sorcery Contested Realm","Alpha","Heat Ray","","","Ordinary","Near Mint","0.17","","1.3700","0.0600","","0","",""
"7484611","Sorcery Contested Realm","Alpha","Heat Ray","","","Ordinary","Lightly Played","","","","","","0","",""
"7484612","Sorcery Contested Realm","Alpha","Heat Ray","","","Ordinary","Moderately Played","","","","","","0","",""
"7484613","Sorcery Contested Realm","Alpha","Heat Ray","","","Ordinary","Heavily Played","","","","","","0","",""
"7484614","Sorcery Contested Realm","Alpha","Heat Ray","","","Ordinary","Damaged","","","","","","0","",""
"7484615","Sorcery Contested Realm","Alpha","Heat Ray (Foil)","","","Ordinary","Near Mint Foil","13.61","","14.8900","14.8900","","0","",""
"7484616","Sorcery Contested Realm","Alpha","Heat Ray (Foil)","","","Ordinary","Lightly Played Foil","","","","","","0","",""
"7484617","Sorcery Contested Realm","Alpha","Heat Ray (Foil)","","","Ordinary","Moderately Played Foil","","","","","","0","",""
"7484618","Sorcery Contested Realm","Alpha","Heat Ray (Foil)","","","Ordinary","Heavily Played Foil","","","","","","0","",""
"7484619","Sorcery Contested Realm","Alpha","Heat Ray (Foil)","","","Ordinary","Damaged Foil","","","","","","0","",""
"7484620","Sorcery Contested Realm","Alpha","Heat Ray (Preconstructed Deck)","","","Ordinary","Near Mint","","","3.3000","1.9900","","0","",""
"7484621","Sorcery Contested Realm","Alpha","Heat Ray (Preconstructed Deck)","","","Ordinary","Lightly Played","","","","","","0","",""
"7484622","Sorcery Contested Realm","Alpha","Heat Ray (Preconstructed Deck)","","","Ordinary","Moderately Played","","","","","","0","",""
"7484623","Sorcery Contested Realm","Alpha","Heat Ray (Preconstructed Deck)","","","Ordinary","Heavily Played","","","","","","0","",""
"7484624","Sorcery Contested Realm","Alpha","Heat Ray (Preconstructed Deck)","","","Ordinary","Damaged","","","","","","0","",""
"7484630","Sorcery Contested Realm","Alpha","Highland Clansmen","","","Ordinary","Near Mint","0.08","","1.3700","0.0600","","0","",""
"7484631","Sorcery Contested Realm","Alpha","Highland Clansmen","","","Ordinary","Lightly Played","","","","","","0","",""
"7484632","Sorcery Contested Realm","Alpha","Highland Clansmen","","","Ordinary","Moderately Played","","","","","","0","",""
"7484633","Sorcery Contested Realm","Alpha","Highland Clansmen","","","Ordinary","Heavily Played","","","","","","0","",""
"7484634","Sorcery Contested Realm","Alpha","Highland Clansmen","","","Ordinary","Damaged","","","","","","0","",""
"7484635","Sorcery Contested Realm","Alpha","Highland Clansmen (Foil)","","","Ordinary","Near Mint Foil","10.92","","5.0000","5.0000","","0","",""
"7484636","Sorcery Contested Realm","Alpha","Highland Clansmen (Foil)","","","Ordinary","Lightly Played Foil","","","","","","0","",""
"7484637","Sorcery Contested Realm","Alpha","Highland Clansmen (Foil)","","","Ordinary","Moderately Played Foil","","","","","","0","",""
"7484638","Sorcery Contested Realm","Alpha","Highland Clansmen (Foil)","","","Ordinary","Heavily Played Foil","","","","","","0","",""
"7484639","Sorcery Contested Realm","Alpha","Highland Clansmen (Foil)","","","Ordinary","Damaged Foil","","","","","","0","",""
"7484645","Sorcery Contested Realm","Alpha","Highland Falconer","","","Elite","Near Mint","2.51","","3.7100","2.4000","","0","",""
"7484646","Sorcery Contested Realm","Alpha","Highland Falconer","","","Elite","Lightly Played","2.75","","7.7400","2.7500","","0","",""
"7484647","Sorcery Contested Realm","Alpha","Highland Falconer","","","Elite","Moderately Played","","","","","","0","",""
"7484648","Sorcery Contested Realm","Alpha","Highland Falconer","","","Elite","Heavily Played","","","","","","0","",""
"7484649","Sorcery Contested Realm","Alpha","Highland Falconer","","","Elite","Damaged","","","","","","0","",""
"7484650","Sorcery Contested Realm","Alpha","Highland Falconer (Foil)","","","Elite","Near Mint Foil","55.00","","65.9700","60.9800","","0","",""
"7484651","Sorcery Contested Realm","Alpha","Highland Falconer (Foil)","","","Elite","Lightly Played Foil","","","","","","0","",""
"7484652","Sorcery Contested Realm","Alpha","Highland Falconer (Foil)","","","Elite","Moderately Played Foil","","","","","","0","",""
"7484653","Sorcery Contested Realm","Alpha","Highland Falconer (Foil)","","","Elite","Heavily Played Foil","","","","","","0","",""
"7484654","Sorcery Contested Realm","Alpha","Highland Falconer (Foil)","","","Elite","Damaged Foil","","","","","","0","",""
"7484660","Sorcery Contested Realm","Alpha","Highland Princess","","","Unique","Near Mint","34.31","","37.6200","37.6200","","0","",""
"7484661","Sorcery Contested Realm","Alpha","Highland Princess","","","Unique","Lightly Played","","","","","","0","",""
"7484662","Sorcery Contested Realm","Alpha","Highland Princess","","","Unique","Moderately Played","","","","","","0","",""
"7484663","Sorcery Contested Realm","Alpha","Highland Princess","","","Unique","Heavily Played","","","","","","0","",""
"7484664","Sorcery Contested Realm","Alpha","Highland Princess","","","Unique","Damaged","","","","","","0","",""
"7484670","Sorcery Contested Realm","Alpha","Highland Princess (Foil)","","","Unique","Near Mint Foil","","","798.9400","789.9500","","0","",""
"7484671","Sorcery Contested Realm","Alpha","Highland Princess (Foil)","","","Unique","Lightly Played Foil","","","","","","0","",""
"7484672","Sorcery Contested Realm","Alpha","Highland Princess (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"7484673","Sorcery Contested Realm","Alpha","Highland Princess (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"7484674","Sorcery Contested Realm","Alpha","Highland Princess (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"7484675","Sorcery Contested Realm","Alpha","Hillock Basilisk","","","Exceptional","Near Mint","0.34","","1.5400","0.2300","","0","",""
"7484676","Sorcery Contested Realm","Alpha","Hillock Basilisk","","","Exceptional","Lightly Played","","","1.5100","0.2000","","0","",""
"7484677","Sorcery Contested Realm","Alpha","Hillock Basilisk","","","Exceptional","Moderately Played","","","","","","0","",""
"7484678","Sorcery Contested Realm","Alpha","Hillock Basilisk","","","Exceptional","Heavily Played","","","","","","0","",""
"7484679","Sorcery Contested Realm","Alpha","Hillock Basilisk","","","Exceptional","Damaged","","","","","","0","",""
"7484680","Sorcery Contested Realm","Alpha","Hillock Basilisk (Foil)","","","Exceptional","Near Mint Foil","14.93","","12.0000","12.0000","","0","",""
"7484681","Sorcery Contested Realm","Alpha","Hillock Basilisk (Foil)","","","Exceptional","Lightly Played Foil","","","","","","0","",""
"7484682","Sorcery Contested Realm","Alpha","Hillock Basilisk (Foil)","","","Exceptional","Moderately Played Foil","","","","","","0","",""
"7484683","Sorcery Contested Realm","Alpha","Hillock Basilisk (Foil)","","","Exceptional","Heavily Played Foil","","","","","","0","",""
"7484684","Sorcery Contested Realm","Alpha","Hillock Basilisk (Foil)","","","Exceptional","Damaged Foil","","","","","","0","",""
"7484690","Sorcery Contested Realm","Alpha","Hillock Basilisk (Preconstructed Deck)","","","Exceptional","Near Mint","","","2.3000","0.9900","","0","",""
"7484691","Sorcery Contested Realm","Alpha","Hillock Basilisk (Preconstructed Deck)","","","Exceptional","Lightly Played","","","","","","0","",""
"7484692","Sorcery Contested Realm","Alpha","Hillock Basilisk (Preconstructed Deck)","","","Exceptional","Moderately Played","","","","","","0","",""
"7484693","Sorcery Contested Realm","Alpha","Hillock Basilisk (Preconstructed Deck)","","","Exceptional","Heavily Played","","","","","","0","",""
"7484694","Sorcery Contested Realm","Alpha","Hillock Basilisk (Preconstructed Deck)","","","Exceptional","Damaged","","","","","","0","",""
"7484700","Sorcery Contested Realm","Alpha","Holy Ground","","","Exceptional","Near Mint","0.46","","1.7600","0.4500","","0","",""
"7484701","Sorcery Contested Realm","Alpha","Holy Ground","","","Exceptional","Lightly Played","","","5.0500","3.7400","","0","",""
"7484702","Sorcery Contested Realm","Alpha","Holy Ground","","","Exceptional","Moderately Played","","","","","","0","",""
